Property_Title,Location,Address,Price,Rate_per_sqft,Deposit,Property_Type,Room_Type,Bedrooms,Bathrooms,Balconies,Furnishing,Carpet_Area,Available_From,Available_For,Posted_By,Posted_Date,Rating,Nearby_Places,Scraped_Date,Price_Numeric,Carpet_Area_Numeric,Rate_per_sqft_Numeric,Deposit_Numeric,Floor_Number,Total_Floors,Location_Clean,Price_per_sqft,Total_Rooms,Bath_Bed_Ratio,Floor_Position_Ratio,Is_Top_Floor,Is_Ground_Floor,Size_Category,Furnishing_Score,Has_Balcony,Is_Luxury,Property_Type_Encoded,Posted_By_Encoded,Size_Category_Encoded,Location_Clean_Encoded
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyFitness Center/ GymClub/ Community CenterNorth FacingView 9 More Wheel Chair FriendlyPet Frie,"₹ 19,500",₹0,,Independent,,1,1,1.0,Furnished,555 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:36:29,19500.0,555.0,,,3.0,4.0,West Delhi Jan 21,35.07194244604317,2,0.5,0.6,0,0,Small,2,1,0,1,0,2,22
"3BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 1600 Sq. Ft.- 2nd floor (out of 7),"₹ 57,000",₹0,"₹ 1,40,000",Apartment/Flat,,3,2,2.0,Furnished,1600 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:36:40,57000.0,1600.0,,140000.0,2.0,7.0,West Delhi Jan 21,35.602748282323546,5,0.5,0.25,0,0,Large,2,1,0,0,0,0,22
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 550 Sq. Ft.- 2nd floor (out of 5,"₹ 28,000",₹0,₹ 2,Apartment/Flat,,1,2,1.0,Unfurnished,550 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:36:52,28000.0,550.0,,200000.0,3.0,4.0,West Delhi Jan 21,50.81669691470054,3,1.0,0.6,0,0,Small,0,1,0,0,0,2,22
"4BHK4BathsIndependent/Builder Floor for Rentin 500 Yards Second Floor 4BHK Lift, Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural LightAiry RoomsSpaci,₹ 5,,,Independent,,4,4,3.0,Furnished,4500 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:37:03,500000.0,4500.0,,,3.0,4.0,West Delhi Jan 21,111.08642523883582,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 600 Yards First Floor 4BHK Lift, Shanti Niketan, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 3.75,,,Independent,,4,4,3.0,Unknown,5400 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:37:15,375000.0,5400.0,,,3.0,4.0,West Delhi Jan 21,69.43158674319571,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Third Floor & Terrace 4BHK Lift, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraSri Raghavendra Swamy MathState bank of india ATM,₹ 3.75,,,Independent,,4,4,3.0,Unknown,3600 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:37:26,375000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,104.13773951680089,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 500 Yards Basement & Ground Floor Duplex 4BHK, Safdarjung Enclave, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block Sarojini Nagar New Delhi IndiaM.C.W. Center NDMC Dispensary Sarojini Nagarndmc community centr,₹ 5.5,,,Independent,,4,4,3.0,Unknown,4500 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:37:38,550000.0,4500.0,,,3.0,4.0,West Delhi Jan 21,122.19506776271939,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 1000 Yards First Floor 4BHK Lift , Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural LightAiry RoomsSpaci,₹ 8,,,Independent,,4,4,3.0,Furnished,9000 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:37:51,800000.0,9000.0,,,3.0,4.0,West Delhi Jan 21,88.87901344295078,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 325 Yards Second Floor 3BHK Lift Stilt, Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural LightAiry RoomsSpaci,₹ 4.25,,,Independent,,3,3,3.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:38:02,425000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,145.2494873547505,6,0.75,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 565 Yards Third Floor & Terrace 4BHK , Greater Kailash 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 3.9,,,Independent,,4,4,3.0,Furnished,5085 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:38:14,390000.0,5085.0,,,3.0,4.0,West Delhi Jan 21,76.68108533228471,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Ground Floor 4Bhk Lift, Greater Kailash 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural LightAiry RoomsSpaci,₹ 1.8,,,Independent,,4,4,3.0,Furnished,3600 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:38:25,180000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,49.98611496806443,8,0.8,0.6,0,0,Very Large,2,1,0,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 325 Yards Third Floor Without Terrace 4BHK Lift, Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 2.8,,,Independent,,4,4,3.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:38:35,280000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,95.69377990430623,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin 300 Yards Third Floor & Terrace 4BHK Lift, Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 3,,,Independent,,4,4,3.0,Furnished,2700 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:38:47,300000.0,2700.0,,,3.0,4.0,West Delhi Jan 21,111.06997408367272,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 650 Yards Ground Floor 3BHK , Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombGurudwaraSri Raghavendra Swamy MathState bank of india ATM,₹ 3.5,,,Independent,,3,3,3.0,Furnished,5850 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:38:59,350000.0,5850.0,,,3.0,4.0,West Delhi Jan 21,59.81883438728423,6,0.75,0.6,0,0,Very Large,2,1,0,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 325 Yards Basement Ground Floor 3BHK Duplex Lift , Defence Colony, South Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural LightAiry RoomsSpaci,₹ 4,,,Independent,,3,3,3.0,Furnished,2925 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:39:10,400000.0,2925.0,,,3.0,4.0,West Delhi Jan 21,136.7053998632946,6,0.75,0.6,0,0,Very Large,2,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin 250 Yards Second Floor 3BHK Lift, Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyMarble FlooringView 10 More Visitor Parking AvailableFeng Shui/ Vaastu CompliantNatural Light,₹ 1.7,,,Independent,,3,3,3.0,Furnished,2250 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:39:21,170000.0,2250.0,,,3.0,4.0,West Delhi Jan 21,75.52199022656598,6,0.75,0.6,0,0,Large,2,1,1,1,0,0,22
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Third Floor & Terrace 4BHK Lift, Vasant Vihar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block MarketGurudwara SahibMunir khan tombSri Raghavendra Swamy MathCGHS Dispensary R.K.Puram Sec-8D,₹ 3.06,,,Independent,,4,4,3.0,Unknown,3600 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:39:33,306000.0,3600.0,,,3.0,4.0,West Delhi Jan 21,84.97639544570953,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin brand new park facing 500 yards , Neeti Bagh, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",RWA (+250)BLM (+590)SHN (+290)KNA (+1869)LCA (+1758)MAF (+1599)SPM (+508)VCT (+1784)WSM (+685)SMR (+,₹ 4.8,,"₹ 10,00,000",Independent,,4,4,2.0,Furnished,4500 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:39:44,480000.0,4500.0,,1000000.0,3.0,4.0,West Delhi Jan 21,106.64296822928239,8,0.8,0.6,0,0,Very Large,2,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyFitness Centre / GYMWaste DisposalClub house / Community CenterProperty rented out? Incorrect,₹ 2.5,,,Independent,,4,4,3.0,Furnished,4500 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:39:55,250000.0,4500.0,,,3.0,4.0,West Delhi Jan 21,55.54321261941791,8,0.8,0.6,0,0,Very Large,2,1,0,1,0,3,22
"3BHK2BathsFlat/Apartment for Rentin DDA Samridhi Apartment, Sector 18A Dwarka, Delhi","West Delhi's DwarkaKnown for its organised layout, green spaces & secure gated s",Flat for rent in DDA Samridhi Apartment Sector 18A Dwarka Delhi - 1750 Sq. Ft.- 4th floor (out of 11,"₹ 42,000",₹0,,Apartment/Flat,,3,2,2.0,Semi-Furnished,1750 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:40:05,42000.0,1750.0,,,3.0,4.0,West Delhi's DwarkaKnown for its organised layout,23.986293546544832,5,0.5,0.6,0,0,Large,1,1,0,0,0,0,23
"3BHK2BathsFlat/Apartment for Rentin Santosh Apartment, Sector 6 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Santosh Apartment Sector 6 Dwarka Delhi - 1850 Sq. Ft.- 4th floor (out of 8),"₹ 43,000",₹0,,Apartment/Flat,,3,2,3.0,Semi-Furnished,1850 sq.ft,20 Oct,,Dealer,,,,2025-10-19 10:40:17,43000.0,1850.0,,,4.0,8.0,West Delhi Jan 21,23.23068611561318,5,0.5,0.4444444444444444,0,0,Large,1,1,0,0,0,0,22
"3BHK2BathsFlat/Apartment for Rentin Parijat Apartment, Sector 4 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Parijat Apartment Sector 4 Dwarka Delhi - 1800 Sq. Ft.- 2nd floor (out of 4),"₹ 50,000",₹0,"₹ 1,00,000",Apartment/Flat,,3,2,2.0,Unfurnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:40:30,50000.0,1800.0,,100000.0,2.0,4.0,West Delhi Jan 21,27.7623542476402,5,0.5,0.4,0,0,Large,0,1,0,0,0,0,22
"3BHK3BathsFlat/Apartment for Rentin CGHS Jhelum Arorvansh, Sector 5 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in CGHS Jhelum Arorvansh Sector 5 Dwarka Delhi - 1800 Sq. Ft.- 3rd floor (out of 9),"₹ 50,000",₹0,"₹ 1,00,000",Apartment/Flat,,3,3,3.0,Unfurnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:40:42,50000.0,1800.0,,100000.0,3.0,9.0,West Delhi Jan 21,27.7623542476402,6,0.75,0.3,0,0,Large,0,1,0,0,0,0,22
"3BHK2BathsFlat/Apartment for Rentin DDA Golf Links Residency, Sector 18 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Golf Links Residency Sector 18 Dwarka Delhi - 1800 Sq. Ft.- 7th floor (out of 1,"₹ 45,000",₹0,,Apartment/Flat,,3,2,2.0,Furnished,1800 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:40:53,45000.0,1800.0,,,3.0,4.0,West Delhi Jan 21,24.98611882287618,5,0.5,0.6,0,0,Large,2,1,0,0,0,0,22
"3BHK3BathsFlat/Apartment for Rentin consulting engineer apartment dwarka, Sector 18A Dwarka, Delhi","West Delhi's DwarkaKnown for its organised layout, green spaces & secure gated s",Flat for rent in Sector 18A Dwarka Delhi - 1650 Sq. Ft.- 9th floor (out of 10),"₹ 50,000",₹0,,Apartment/Flat,,3,3,2.0,Semi-Furnished,1650 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:41:04,50000.0,1650.0,,,9.0,10.0,West Delhi's DwarkaKnown for its organised layout,30.28467595396729,6,0.75,0.8181818181818182,0,0,Large,1,1,0,0,0,0,23
"3BHK3BathsFlat/Apartment for Rentin Janak Residency, Sector 18A Dwarka, Delhi","West Delhi's DwarkaKnown for its organised layout, green spaces & secure gated s",Flat for rent in Janak Residency Sector 18A Dwarka Delhi - 2000 Sq. Ft.- 7th floor (out of 9),"₹ 45,000",₹0,,Apartment/Flat,,3,3,2.0,Semi-Furnished,2000 sq.ft,31 Oct,,Dealer,,,,2025-10-19 10:41:17,45000.0,2000.0,,,7.0,9.0,West Delhi's DwarkaKnown for its organised layout,22.488755622188904,6,0.75,0.7,0,0,Large,1,1,0,0,0,0,23
"3BHK3BathsIndependent/Builder Floor for Rentin Safdarjung Enclave, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",RWA (+250)BLM (+590)SHN (+290)KNA (+1869)LCA (+1758)MAF (+1599)SPM (+508)VCT (+1784)WSM (+685)SMR (+,₹ 1.2,,,Independent,,3,3,2.0,Unfurnished,1125 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:41:27,120000.0,1125.0,,,3.0,4.0,West Delhi Jan 21,106.57193605683837,6,0.75,0.6,0,0,Medium,0,1,1,1,0,1,22
"3BHK3BathsIndependent/Builder Floor for Rentin Block E Greater Kailash 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block E Greater Kailash 1 Delhi - 1872 Sq. Ft.- 2nd floor (out of 4),₹ 1.5,,,Independent,,3,3,2.0,Semi-Furnished,1872 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:41:38,150000.0,1872.0,,,2.0,4.0,West Delhi Jan 21,80.0854244527496,6,0.75,0.4,0,0,Large,1,1,1,1,0,0,22
"3BHK3BathsFlat/Apartment for Rentin Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Saraswati Narmada Ganga Yamuna Apartment Vasant Kunj Delhi - 1650 Sq. Ft.- 6th floo,"₹ 65,000",₹0,,Apartment/Flat,,3,3,3.0,Unfurnished,1650 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:41:49,65000.0,1650.0,,,3.0,4.0,West Delhi Jan 21,39.37007874015748,6,0.75,0.6,0,0,Large,0,1,0,0,0,0,22
"2BHK2BathsFlat/Apartment for Rentin Sarvhit Apartment, Sector 17 Dwarka, Delhi",West DelhiOffers builder floors & apartments in the premium budget segmentDwarka,Flat for rent in Sarvhit Apartment Sector 17 Dwarka Delhi - 1250 Sq. Ft.- 2nd floor (out of 4),"₹ 27,000",₹0,,Apartment/Flat,,2,2,1.0,Semi-Furnished,1250 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:42:01,27000.0,1250.0,,,2.0,4.0,West DelhiOffers builder floors & apartments in the premium budget segmentDwarka,21.58273381294964,4,0.6666666666666666,0.4,0,0,Medium,1,1,0,0,0,1,28
"2BHK2BathsFlat/Apartment for Rentin Rehayashi Apartments, Sector 12 Dwarka, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Rehayashi Apartments Sector 12 Dwarka Delhi - 1100 Sq. Ft.- 1st floor (out of 4),"₹ 27,000",₹0,"₹ 54,000",Apartment/Flat,,2,2,2.0,Furnished,1100 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:42:12,27000.0,1100.0,,54000.0,1.0,4.0,West Delhi Jan 21,24.52316076294278,4,0.6666666666666666,0.2,0,0,Medium,2,1,0,0,0,1,22
"2BHK1BathIndependent/Builder Floor for Rentin Home 13, New Ashok Nagar, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyDealer DetailsExplore LocalityRecommendationsArticlesHome›Property for rent in Delhi / NCR›Pr,"₹ 24,200",₹0,"₹ 24,000",Independent,,2,1,1.0,Furnished,650 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:42:21,24200.0,650.0,,24000.0,3.0,4.0,West Delhi Jan 21,37.17357910906298,3,0.3333333333333333,0.6,0,0,Small,2,1,0,1,0,2,22
"3BHK2BathsFlat/Apartment for Rentin Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in Saraswati Narmada Ganga Yamuna Apartment Vasant Kunj Delhi - 1800 Sq. Ft.- 4th floo,"₹ 65,000",₹0,,Apartment/Flat,,3,2,3.0,Unknown,1800 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:42:31,65000.0,1800.0,,,3.0,4.0,West Delhi Jan 21,36.09106052193226,5,0.5,0.6,0,0,Large,1,1,0,0,0,0,22
"3BHK2BathsFlat/Apartment for Rentin DDA Santushti Apartments, Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Santushti Apartments Vasant Kunj Delhi - 1500 Sq. Ft.- 1st floor (out of 4),"₹ 53,000",₹0,,Apartment/Flat,,3,2,2.0,Unknown,1500 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:42:44,53000.0,1500.0,,,1.0,4.0,West Delhi Jan 21,35.30979347101932,5,0.5,0.2,0,0,Large,1,1,0,0,0,0,22
"3BHK3BathsIndependent/Builder Floor for Rentin Naraina, Delhi","Paschim Vihar, DelhiEnquire NowContact NowHanish (Owner) 09th Sep, 2025 ₹ 36,000",Phase-IBhasin's Neuro and Gynae clinicJankiDas Kapur Memorial HospitalDGD New Ranjeet NagarPolyclini,"₹ 35,000",₹0,"₹ 35,000",Independent,,3,3,1.0,Unfurnished,990 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:42:55,35000.0,990.0,,35000.0,3.0,4.0,Paschim Vihar,35.317860746720484,6,0.75,0.6,0,0,Small,0,1,0,1,0,2,0
"3BHK3BathsIndependent/Builder Floor for Rentin Block D Vasant Vihar, South Delhi, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block D Vasant Vihar South Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),₹ 2.5,,₹ 2,Independent,,3,3,2.0,Unknown,2700 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:43:07,250000.0,2700.0,,200000.0,3.0,3.0,West Delhi Jan 21,92.55831173639393,6,0.75,0.75,1,0,Very Large,1,1,1,1,0,3,22
"4BHK4BathsIndependent/Builder Floor for Rentin Block D Vasant Vihar, South Delhi, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Block D Vasant Vihar South Delhi - 7200 Sq. Ft.- Ground floor (out of 4),₹ 7.5,,₹ 2,Independent,,4,4,3.0,Unknown,7200 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:43:19,750000.0,7200.0,,200000.0,3.0,4.0,West Delhi Jan 21,104.15220108318289,8,0.8,0.6,0,0,Very Large,1,1,1,1,0,3,22
"3BHK3BathsIndependent/Builder Floor for Rentin Rajouri Garden Extension, Delhi",Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,Phase-IAshirwad Speciality ClinicDashmesh HospitalJasrotia HospitalPolyclinic Ramesh NagarDGD Choukh,"₹ 40,000",₹0,,Independent,,3,3,1.0,Semi-Furnished,1350 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:43:29,40000.0,1350.0,,,3.0,4.0,Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,29.607698001480387,6,0.75,0.6,0,0,Medium,1,1,0,1,0,1,12
"4BHK4BathsFlat/Apartment for Rentin DDA Flats Vasant Kunj, Sector B Vasant Kunj, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA Flats Vasant Kunj Sector B Vasant Kunj Delhi - 2200 Sq. Ft.- 1st floor (out of ,₹ 1,₹0,,Apartment/Flat,,4,4,3.0,Unfurnished,2200 sq.ft,25 Oct,,Dealer,,,,2025-10-19 10:43:40,100000.0,2200.0,,,3.0,4.0,West Delhi Jan 21,45.433893684688776,8,0.8,0.6,0,0,Large,0,1,0,0,0,0,22
"3BHK2BathsIndependent/Builder Floor for Rentin Priya Enclave, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",SocietyView 5 More On-Call Maintenance StaffCorner PropertyParking AvailableMarble FlooringRain Wate,"₹ 55,000",,,Independent,,3,2,1.0,Unfurnished,1413 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:43:52,55000.0,1413.0,,,3.0,4.0,West Delhi Jan 21,38.8967468175389,5,0.5,0.6,0,0,Medium,0,1,0,1,0,1,22
"2BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1000 Sq. Ft.- 2nd floor (out of 4),"₹ 27,000",₹0,"₹ 54,000",Apartment/Flat,,2,2,1.0,Semi-Furnished,1000 sq.ft,20 Oct,,Dealer,,,,2025-10-19 10:44:03,27000.0,1000.0,,54000.0,2.0,4.0,West Delhi Jan 21,26.973026973026972,4,0.6666666666666666,0.4,0,0,Medium,1,1,0,0,0,1,22
"4BHK3BathsIndependent/Builder Floor for Rentin sector 19 A BLOCK, Nanda Enclave, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:","Sector 19 A Block, Nanda Enclave, DelhiDwarka sector 10 metro stationDwarka sector 11 metro stationD","₹ 70,000",₹0,,Independent,,4,3,1.0,Furnished,2450 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:44:15,70000.0,2450.0,,,3.0,4.0,West Delhi Jan 21,28.559771521827827,7,0.6,0.6,0,0,Large,2,1,0,1,0,0,22
"2BHK2BathsIndependent/Builder Floor for Rentin Lajpat Nagar 1, Delhi","West Delhi Jan 21, 2022Why Vikas Puri is a popular rental hub?Jan 04, 2022Delhi:",RWA (+250)BLM (+590)SHN (+290)KNA (+1869)LCA (+1758)MAF (+1599)SPM (+508)VCT (+1784)WSM (+685)SMR (+,"₹ 38,000",₹0,,Independent,,2,2,2.0,Unfurnished,900 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:44:25,38000.0,900.0,,,3.0,4.0,West Delhi Jan 21,42.17536071032186,4,0.6666666666666666,0.6,0,0,Small,0,1,0,1,0,2,22
"2BHK2BathsIndependent/Builder Floor for Rentin Tihar Village, Delhi",Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,Phase-IAam Aadmi Polyclinic Tilak ViharDelhi Government Dispensary Gulabi BaghDGD KhyalaESI Mayapuri,"₹ 18,000",₹0,,Independent,,2,2,1.0,Semi-Furnished,675 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:44:35,18000.0,675.0,,,3.0,4.0,Paschim ViharBuilder Floor for rent in Virender NagarBuilder Floor for rent in P,26.62721893491124,4,0.6666666666666666,0.6,0,0,Small,1,1,0,1,0,2,12
"1RK1BathStudio Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim ViharStudio Apartments for rent in Virender NagarStudio Apartments for r,Flat Flats for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 367 Sq. Ft.- 12th floor (out of,"₹ 32,000",₹0,"₹ 64,000",Apartment/Flat,,1,1,2.0,Furnished,367 sq.ft,Immediate,,Dealer,,,,2025-10-19 10:44:47,32000.0,367.0,,64000.0,3.0,4.0,Paschim ViharStudio Apartments for rent in Virender NagarStudio Apartments for r,86.95652173913044,2,0.5,0.6,0,0,Very Small,2,1,1,0,0,4,17
