Property_Title,Location,Address,Price,Rate_per_sqft,Deposit,Property_Type,Room_Type,Bedrooms,Bathrooms,Balconies,Furnishing,Carpet_Area,Available_From,Available_For,Posted_By,Posted_Date,Rating,Nearby_Places,Scraped_Date
"3BHK3BathsIndependent/Builder Floor for Rentin Lajpat Nagar 4, Delhi",West Delhi,"Block E Greater Kailash 1,Block S Great...","₹
 
1.1",₹0,"₹ 2,00,000",Independent,N/A,3,3,2,Semi-Furnished,2000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:24:34
"2BHK2BathsFlat/Apartment for Rentin DDA Pink Apartments, Sector 18 Dwarka, Delhi",West Delhi,Flat for rent in DDA Pink Apartments Sector 18 Dwarka Delhi - 1250 Sq. Ft.- Ground floor (out of 4),"₹
 
30,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Furnished,1250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:24:46
"3BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1800 Sq. Ft.- Ground floor (out of 4),"₹
 
90,000",₹0,N/A,Apartment/Flat,N/A,3,2,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:25:00
"3BHK2BathsFlat/Apartment for Rentin DDA HIG Flats, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA HIG Flats Mayur Vihar Phase 2 Delhi - 2300 Sq. Ft.- 1st floor (out of 4),"₹
 
45,000",₹0,"₹ 90,000",Apartment/Flat,N/A,3,2,1,Semi-Furnished,2300 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:25:11
"3BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1800 Sq. Ft.- 3rd floor (out of 4),"₹
 
35,000",₹0,"₹ 70,000",Apartment/Flat,N/A,3,2,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:25:23
"3BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1200 Sq. Ft.- 1st floor (out of 4),"₹
 
34,000",₹0,"₹ 68,000",Apartment/Flat,N/A,3,2,1,Semi-Furnished,1200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:25:38
"3BHK3BathsIndependent/Builder Floor for Rentin Mansarovar garden, Delhi","Paschim Vihar, Delhi",RWA (+250),"₹
 
70,000",₹0,"₹ 1,40,000",Independent,N/A,3,3,2,Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:25:51
"3BHK2BathsFlat/Apartment for Rentin N Block Saket RWA, Saket, Delhi",West Delhi,Flat for rent in N Block Saket RWA Saket Delhi - 1350 Sq. Ft.- Ground floor (out of 2),"₹
 
65,000",₹0,N/A,Independent,N/A,3,2,3,Semi-Furnished,1350 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:26:03
"4BHK4BathsIndependent/Builder Floor for Rentin Block W Greater Kailash 1, Delhi",West Delhi,Block W Greater Kailash 1 Delhi - 2700 Sq. Ft.- Ground floor (out of 3),"₹
 
1.75",₹0,"₹ 3,50,000",Independent,N/A,4,4,1,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:26:16
"3BHK3BathsIndependent/Builder Floor for Rentin S Block Greater Kailash I, Delhi",West Delhi,Block Greater Kailash I Delhi - 2700 Sq. Ft.- Ground floor (out of 3),"₹
 
2",₹0,"₹ 4,00,000",Independent,N/A,3,3,1,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:26:30
"3BHK3BathsIndependent/Builder Floor for Rentin Block S Greater kailash 2, Delhi",West Delhi,Block S Greater kailash 2 Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),"₹
 
1.8",₹0,"₹ 3,60,000",Independent,N/A,3,3,1,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:26:43
"4BHK4BathsIndependent/Builder Floor for Rentin Block W Greater Kailash 1, Delhi",West Delhi,Block W Greater Kailash 1 Delhi - 2700 Sq. Ft.- 2nd floor (out of 3),"₹
 
1.8",₹0,"₹ 3,60,000",Independent,N/A,4,4,2,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:26:57
"2BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1000 Sq. Ft.- 2nd floor (out of 4),"₹
 
27,000",₹0,"₹ 54,000",Apartment/Flat,N/A,2,2,1,Semi-Furnished,1000 sq.ft,20 Oct,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:27:10
"2BHK2BathsFlat/Apartment for Rentin DDA MIG FLATS, Mayur Vihar Phase 2, Delhi",West Delhi,Flat for rent in DDA MIG FLATS Mayur Vihar Phase 2 Delhi - 1002 Sq. Ft.- 2nd floor (out of 4),"₹
 
25,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Semi-Furnished,1002 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:27:25
"3BHK3BathsIndependent/Builder Floor for Rentin Block E Greater Kailash 1, Delhi",West Delhi,Block E Greater Kailash 1 Delhi - 1800 Sq. Ft.- 1st floor (out of 3),"₹
 
1.5",₹0,"₹ 3,00,000",Independent,N/A,3,3,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:27:40
"3BHK3BathsIndependent/Builder Floor for Rentin Block S Greater kailash 2, Delhi",West Delhi,Block S Greater kailash 2 Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),"₹
 
2",₹0,"₹ 4,00,000",Independent,N/A,3,3,2,N/A,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:27:52
"3BHK3BathsIndependent/Builder Floor for Rentin Block M, Saket, Delhi",West Delhi,Block M Saket Delhi - 1800 Sq. Ft.- 3rd floor (out of 3),"₹
 
1.6",₹0,"₹ 3,20,000",Independent,N/A,3,3,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:28:06
"3BHK3BathsIndependent/Builder Floor for Rentin Block G Saket, Delhi",West Delhi,Block G Saket Delhi - 1800 Sq. Ft.- 1st floor (out of 3),"₹
 
1.6",₹0,"₹ 3,20,000",Independent,N/A,3,3,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:28:20
"3BHK3BathsIndependent/Builder Floor for Rentin Block E Saket, Delhi",West Delhi,Block E Saket Delhi - 250 Sq. Ft.- 1st floor (out of 3),"₹
 
1.6",₹0,"₹ 3,20,000",Independent,N/A,3,3,1,Semi-Furnished,250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:28:33
"4BHK4BathsIndependent/Builder Floor for Rentin Block E Saket, Delhi",West Delhi,Block E Saket Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),"₹
 
1.5",₹0,"₹ 3,00,000",Independent,N/A,4,4,1,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:28:48
"2BHK1BathIndependent/Builder Floor for Rentin Meenakshi Garden, Delhi",Paschim Vihar,RWA (+250),"₹
 
28,500",₹0,N/A,Independent,N/A,2,1,2,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:29:01
"2BHK2BathsIndependent/Builder Floor for Rentin Meenakshi Garden, Delhi",Paschim Vihar,RWA (+250),"₹
 
28,000",₹0,N/A,Independent,N/A,2,2,2,Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:29:16
"4BHK4BathsIndependent/Builder Floor for Rentin Block C Defence Colony, Delhi",West Delhi,Block C Defence Colony Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),"₹
 
2.8",₹0,"₹ 5,60,000",Independent,N/A,4,4,2,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:29:32
"3BHK3BathsIndependent/Builder Floor for Rentin Block A Defence Colony, Delhi",West Delhi,Block A Defence Colony Delhi - 217 Sq. Ft.- 2nd floor (out of 3),"₹
 
1.8",₹0,"₹ 3,60,000",Independent,N/A,3,3,1,Furnished,217 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:29:47
"4BHK4BathsIndependent/Builder Floor for Rentin Block C Defence Colony, Delhi",West Delhi,Block C Defence Colony Delhi - 2700 Sq. Ft.- 3rd floor (out of 3),"₹
 
3",₹0,"₹ 6,00,000",Independent,N/A,4,4,2,Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:30:03
"3BHK3BathsIndependent/Builder Floor for Rentin D Block Defence Colony, Delhi",West Delhi,Block Defence Colony Delhi - 2700 Sq. Ft.- 2nd floor (out of 3),"₹
 
2.5",₹0,"₹ 5,00,000",Independent,N/A,3,3,1,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:30:17
"3BHK3BathsIndependent/Builder Floor for Rentin Block C Defence Colony, Delhi",West Delhi,Block C Defence Colony Delhi - 2700 Sq. Ft.- Ground floor (out of 3),"₹
 
3.5",₹0,"₹ 7,00,000",Independent,N/A,3,3,2,Semi-Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:30:30
"3BHK3BathsIndependent/Builder Floor for Rentin Block A Defence Colony, Delhi",West Delhi,Block A Defence Colony Delhi - 1800 Sq. Ft.- 3rd floor (out of 3),"₹
 
2",₹0,"₹ 4,00,000",Independent,N/A,3,3,1,Semi-Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:30:41
"3BHK3BathsIndependent/Builder Floor for Rentin Greater Kailash enclave 2, Delhi",West Delhi,"Block S Greater kailash 2,Greater Kailash enclave 2,Ne...","₹
 
1",₹0,N/A,Independent,N/A,3,3,2,Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:30:53
"3BHK2BathsFlat/Apartment for Rentin Palm Court Apartments, Sector 19 Dwarka, Delhi",West Delhi,Flat for rent in Palm Court Apartments Sector 19 Dwarka Delhi - 1700 Sq. Ft.- 1st floor (out of 11),"₹
 
40,000",₹0,"₹ 80,000",Apartment/Flat,N/A,3,2,2,Furnished,1700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:31:04
"3BHK2BathsFlat/Apartment for Rentin Prabha Apartments, Sector 23 Dwarka, Delhi",West Delhi,Flat for rent in Prabha Apartments Sector 23 Dwarka Delhi - 1550 Sq. Ft.- 1st floor (out of 10),"₹
 
40,000",₹0,N/A,Apartment/Flat,N/A,3,2,2,Furnished,1550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:31:18
"2Bedrooms2BathsIndependent House/Villa for Rentin Mayur Vihar Phase 1, Delhi",West Delhi,House / Villa for rent in Mayur Vihar Phase 1 Delhi - 800 Sq. Ft.,"₹
 
30,000",₹0,"₹ 30,000",Independent,N/A,2,2,1,Furnished,800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:31:31
"3BHK3BathsIndependent/Builder Floor for Rentin Sector C Pocket 5, Sector C Vasant Kunj, Delhi",West Delhi,Sector C Pocket 5 Sector C Vasant Kunj Delhi - 2250 Sq. Ft.- 1st floor (out of 3),"₹
 
1.25",N/A,"₹ 2,50,000",Independent,N/A,3,3,3,N/A,2250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:31:47
"3BHK3BathsIndependent/Builder Floor for Rentin Inderpuri, Delhi","Paschim Vihar, Delhi",RWA (+250),"₹
 
35,000",₹0,"₹ 35,000",Independent,N/A,3,3,1,Furnished,1152 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:31:59
"3BHK3BathsIndependent/Builder Floor for Rentin Inderpuri, Delhi",paschim vihar,RWA (+250),"₹
 
55,000",₹0,"₹ 55,000",Independent,N/A,3,3,2,Furnished,1800 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:32:13
"3BHK2BathsFlat/Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 1600 Sq. Ft.- 23rd floor (out of 28),"₹
 
55,001",₹0,"₹ 1,10,000",Apartment/Flat,N/A,3,2,3,Furnished,1600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:32:26
"3BHK2BathsFlat/Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 1678 Sq. Ft.- 24th floor (out of 30),"₹
 
55,000",₹0,"₹ 1,10,000",Apartment/Flat,N/A,3,2,3,Furnished,1678 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:32:41
"1RK1BathStudio Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim Vihar,Flat Flats for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 357 Sq. Ft.- 10th floor (out of,"₹
 
25,000",₹0,"₹ 50,000",Apartment/Flat,N/A,1,1,N/A,Furnished,357 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:32:59
"1BHK1BathFlat/Apartment for Rentin Golf Link DDA Apartment, Sector 23 Dwarka, Delhi",West Delhi,Flat for rent in Golf Link DDA Apartment Sector 23 Dwarka Delhi - 410 Sq. Ft.- Ground floor (out of ,"₹
 
22,200",₹0,"₹ 22,200",Apartment/Flat,N/A,1,1,1,Furnished,410 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:33:15
"3BHK3BathsIndependent/Builder Floor for Rentin Kalkaji, Delhi",West Delhi,RWA (+250),"₹
 
1",₹0,N/A,Independent,N/A,3,3,2,Furnished,1450 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:33:28
"3BHK3BathsFlat/Apartment for Rentin DLF Capital Greens 1 and 2, Moti Nagar, Delhi",Paschim Vihar,Flat for rent in DLF Capital Greens 1 and 2 Moti Nagar Delhi - 1753 Sq. Ft.- 28th floor (out of 30),"₹
 
55,000",₹0,"₹ 1,50,000",Apartment/Flat,N/A,3,3,N/A,Furnished,1753 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:33:43
"3BHK3BathsIndependent/Builder Floor for Rentin NANDA ENCLAVE SECTOR 19, Sector 19 Dwarka, Delhi",West Delhi,Sector 19 Dwarka Delhi - 2250 Sq. Ft.- 4th floor (out of 4),"₹
 
70,000",₹0,N/A,Independent,N/A,3,3,1,Furnished,2250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:33:57
"4BHK3BathsFlat/Apartment for Rentin CGHS Palm Green Apartment, Sector 11 Dwarka, Delhi",West Delhi,Flat for rent in CGHS Palm Green Apartment Sector 11 Dwarka Delhi - 2200 Sq. Ft.- 4th floor (out of ,"₹
 
45,000",₹0,N/A,Apartment/Flat,N/A,4,3,3,Semi-Furnished,2200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:34:10
"2BHK2BathsIndependent/Builder Floor for Rentin Block EA Tagore Garden, Delhi",Paschim Vihar,Block EA Tagore Garden Delhi - 1200 Sq. Ft.- Ground floor (out of 3),"₹
 
45,000",₹0,"₹ 45,000",Independent,N/A,2,2,2,Unfurnished,1200 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:34:24
"1BHK1BathFlat/Apartment for Rentin Golf View Apartments, Sector 19 Dwarka, Delhi",West Delhi,Flat for rent in Golf View Apartments Sector 19 Dwarka Delhi - 600 Sq. Ft.- 3rd floor (out of 13),"₹
 
25,000",₹0,N/A,Apartment/Flat,N/A,1,1,1,Furnished,600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:34:37
"2BHK2BathsIndependent/Builder Floor for Rentin Sector 19B Dwarka, Delhi",West Delhi,Sector 19B Dwarka Delhi - 700 Sq. Ft.- 2nd floor (out of 4),"₹
 
28,000",₹0,N/A,Independent,N/A,2,2,1,Furnished,700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:34:48
"2BHK2BathsIndependent/Builder Floor for Rentin Subhash Nagar, Delhi",Paschim Vihar,"Block, Subhash Nagar, Delhi","₹
 
40,000",N/A,N/A,Independent,N/A,2,2,1,Semi-Furnished,900 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:34:59
"3BHK3BathsFlat/Apartment for Rentin Golf View Apartments, Sector 19 Dwarka, Delhi",West Delhi,Flat for rent in Golf View Apartments Sector 19 Dwarka Delhi - 1850 Sq. Ft.- 5th floor (out of 13),"₹
 
55,000",₹0,N/A,Apartment/Flat,N/A,3,3,3,Semi-Furnished,1850 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:35:22
"3BHK3BathsIndependent/Builder Floor for Rentin Janakpuri, West Delhi","Paschim Vihar, Delhi","Block Janakpuri,A2 Block Janakpuri,A3 Block Janakpuri,C1 Block Janakpuri,C Block janakp...","₹
 
50,000",₹0,N/A,Independent,N/A,3,3,2,Furnished,1350 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:35:35
"2BHK1BathFlat/Apartment for Rentin A5B Block Janakpuri , Janakpuri, West Delhi","Paschim Vihar, Delhi",Flat for rent in Janakpuri West Delhi - 700 Sq. Ft.- Ground floor (out of 2),"₹
 
23,000",₹0,"₹ 40,000",Apartment/Flat,N/A,2,1,1,Semi-Furnished,700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:35:46
"2BHK2BathsFlat/Apartment for Rentin Paryavaran Complex Floors, Paryavaran Complex, Delhi",West Delhi,Flat for rent in Paryavaran Complex Floors Paryavaran Complex Delhi - 1000 Sq. Ft.- 1st floor (out o,"₹
 
35,000",₹0,N/A,Apartment/Flat,N/A,2,2,1,Furnished,1000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:35:58
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
19,000",₹0,N/A,Independent,N/A,1,1,1,Furnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:36:13
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,"Block Paryavaran Complex    , South Delhi","₹
 
19,700",₹0,N/A,Independent,N/A,1,1,1,Semi-Furnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:36:28
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
18,500",₹0,N/A,Independent,N/A,1,1,1,Semi-Furnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:36:42
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
19,000",₹0,N/A,Independent,N/A,1,1,1,Furnished,552 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:36:54
"1BHK1BathIndependent/Builder Floor for Rentin Paryavaran Complex, Delhi",West Delhi,RWA (+250),"₹
 
19,500",₹0,N/A,Independent,N/A,1,1,1,Furnished,555 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:37:07
"3BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 1600 Sq. Ft.- 2nd floor (out of 7),"₹
 
57,000",₹0,"₹ 1,40,000",Apartment/Flat,N/A,3,2,2,Furnished,1600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:37:22
"1BHK2BathsFlat/Apartment for Rentin DDA Kaveri Apartments, Sector D Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA Kaveri Apartments Sector D Vasant Kunj Delhi - 550 Sq. Ft.- 2nd floor (out of 5,"₹
 
28,000",₹0,₹ 2,Apartment/Flat,N/A,1,2,1,Unfurnished,550 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:37:37
"4BHK4BathsIndependent/Builder Floor for Rentin 500 Yards Second Floor 4BHK Lift, Greater Kailash 1, Delhi",West Delhi,RWA (+250),"₹
 
5",N/A,N/A,Independent,N/A,4,4,3,Furnished,4500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:37:51
"4BHK4BathsIndependent/Builder Floor for Rentin 600 Yards First Floor 4BHK Lift, Shanti Niketan, Delhi",West Delhi,RWA (+250),"₹
 
3.75",N/A,N/A,Independent,N/A,4,4,3,N/A,5400 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:38:03
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Third Floor & Terrace 4BHK Lift, Vasant Vihar, Delhi",West Delhi,Block Market,"₹
 
3.75",N/A,N/A,Independent,N/A,4,4,3,N/A,3600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:38:19
"4BHK4BathsIndependent/Builder Floor for Rentin 500 Yards Basement & Ground Floor Duplex 4BHK, Safdarjung Enclave, Delhi",West Delhi,Block Sarojini Nagar New Delhi India,"₹
 
5.5",N/A,N/A,Independent,N/A,4,4,3,N/A,4500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:38:34
"4BHK4BathsIndependent/Builder Floor for Rentin 1000 Yards First Floor 4BHK Lift , Greater Kailash 1, Delhi",West Delhi,RWA (+250),"₹
 
8",N/A,N/A,Independent,N/A,4,4,3,Furnished,9000 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:38:47
"3BHK3BathsIndependent/Builder Floor for Rentin 325 Yards Second Floor 3BHK Lift Stilt, Defence Colony, South Delhi",West Delhi,RWA (+250),"₹
 
4.25",N/A,N/A,Independent,N/A,3,3,3,Furnished,2925 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:39:01
"4BHK4BathsIndependent/Builder Floor for Rentin 565 Yards Third Floor & Terrace 4BHK , Greater Kailash 2, Delhi",West Delhi,RWA (+250),"₹
 
3.9",N/A,N/A,Independent,N/A,4,4,3,Furnished,5085 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:39:15
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Ground Floor 4Bhk Lift, Greater Kailash 2, Delhi",West Delhi,RWA (+250),"₹
 
1.8",N/A,N/A,Independent,N/A,4,4,3,Furnished,3600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:39:28
"4BHK4BathsIndependent/Builder Floor for Rentin 325 Yards Third Floor Without Terrace 4BHK Lift, Defence Colony, South Delhi",West Delhi,RWA (+250),"₹
 
2.8",N/A,N/A,Independent,N/A,4,4,3,Furnished,2925 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:39:39
"4BHK4BathsIndependent/Builder Floor for Rentin 300 Yards Third Floor & Terrace 4BHK Lift, Greater Kailash 1, Delhi",West Delhi,RWA (+250),"₹
 
3",N/A,N/A,Independent,N/A,4,4,3,Furnished,2700 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:39:53
"3BHK3BathsIndependent/Builder Floor for Rentin 650 Yards Ground Floor 3BHK , Vasant Vihar, Delhi",West Delhi,Block Market,"₹
 
3.5",N/A,N/A,Independent,N/A,3,3,3,Furnished,5850 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:40:06
"3BHK3BathsIndependent/Builder Floor for Rentin 325 Yards Basement Ground Floor 3BHK Duplex Lift , Defence Colony, South Delhi",West Delhi,RWA (+250),"₹
 
4",N/A,N/A,Independent,N/A,3,3,3,Furnished,2925 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:40:20
"3BHK3BathsIndependent/Builder Floor for Rentin 250 Yards Second Floor 3BHK Lift, Greater Kailash 1, Delhi",West Delhi,RWA (+250),"₹
 
1.7",N/A,N/A,Independent,N/A,3,3,3,Furnished,2250 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:40:32
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Third Floor & Terrace 4BHK Lift, Vasant Vihar, Delhi",West Delhi,Block Market,"₹
 
3.06",N/A,N/A,Independent,N/A,4,4,3,N/A,3600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:40:44
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Second Floor 4BHK Lift, Vasant Vihar, Delhi",West Delhi,Block Market,"₹
 
3",N/A,N/A,Independent,N/A,4,4,3,N/A,3600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:40:56
"4BHK4BathsIndependent/Builder Floor for Rentin 400 Yards Third Floor & Terrace 4BHK Lift, Vasant Vihar, Delhi",West Delhi,Block Market,"₹
 
3.1",N/A,N/A,Independent,N/A,4,4,3,N/A,3600 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:41:10
"4BHK4BathsIndependent/Builder Floor for Rentin brand new park facing 500 yards , Neeti Bagh, Delhi",West Delhi,RWA (+250),"₹
 
4.8",N/A,"₹ 10,00,000",Independent,N/A,4,4,N/A,Furnished,4500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:41:25
"4BHK4BathsIndependent/Builder Floor for Rentin Greater Kailash 1, Delhi",West Delhi,RWA (+250),"₹
 
2.5",N/A,N/A,Independent,N/A,4,4,3,Furnished,4500 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:41:38
"2BHK2BathsFlat/Apartment for Rentin DDA New Allotment, Sector E Vasant Kunj, Delhi",West Delhi,Flat for rent in DDA New Allotment Sector E Vasant Kunj Delhi - 950 Sq. Ft.- 5th floor (out of 7),"₹
 
39,000",₹0,N/A,Apartment/Flat,N/A,2,2,2,Furnished,950 sq.ft,Immediate,N/A,Dealer,N/A,N/A,N/A,2025-10-18 15:41:51
